Time,X,Y,Z,|V|,MAx,MAy,MAz,MAv
"5,758","-7,465,466","-5,967,730","993,996","9,609,111","-6,677","-6,230",619,"9,171"
"5,777","-6,879,432","-5,958,622","504,046","9,115,143","-6,907","-6,097",608,"9,243"
"5,798","-6,537,262","-5,871,913","482,910","8,800,475","-6,958","-5,992",646,"9,210"
"5,819","-6,490,940","-6,216,353","1,046,889","9,048,277","-6,843","-6,004",757,"9,143"
"5,838","-6,875,094","-5,782,821","1,489,548","9,106,409","-6,696","-5,957",881,"9,018"
"5,857","-7,648,593","-5,143,588","676,735","9,242,048","-6,888","-5,754",924,"9,049"
"5,879","-7,442,366","-4,946,784","-43,469","8,936,520","-7,114","-5,522",792,"9,083"
"5,896","-6,524,018","-5,940,742","-124,039","8,824,433","-7,123","-5,453",500,"9,027"
"5,916","-7,408,005","-5,820,142","488,025","9,433,491","-7,256","-5,463",249,"9,109"
"5,937","-8,545,481","-5,272,722","1,291,212","10,123,935","-7,480","-5,495",403,"9,330"
"5,957","-9,256,702","-4,804,167","1,102,348","10,487,217","-7,934","-5,459",689,"9,717"
"5,976","-9,547,856","-4,208,058","511,727","10,446,587","-8,690","-5,026",848,"10,123"
"5,996","-8,382,091","-4,524,639","383,350","9,533,035","-8,933","-4,702",822,"10,148"
"6,015","-7,769,290","-4,645,412","1,536,091","9,181,574","-8,739","-4,546",883,"9,912"
"6,038","-8,123,344","-4,667,151","1,551,031","9,496,143","-8,456","-4,511",996,"9,664"
"6,055","-9,247,048","-4,305,531","383,819","10,207,488","-8,380","-4,536",964,"9,605"
"6,075","-10,649,955","-3,448,943","-580,642","11,209,545","-8,947","-4,267",723,"10,024"
"6,095","-10,179,275","-3,554,403","-128,990","10,782,766","-9,550","-3,994",306,"10,424"
"6,117","-8,952,304","-4,149,918","1,910,765","10,050,701","-9,757","-3,865",396,"10,563"
"6,136","-8,075,872","-4,379,665","2,629,561","9,555,929","-9,464","-3,883",958,"10,400"
"6,155","-7,916,984","-4,140,925","1,599,806","9,076,634","-8,781","-4,056","1,503","9,867"
"6,175","-9,463,198","-3,213,919","-80,905","9,994,395","-8,602","-3,971","1,515","9,669"
"6,196","-9,767,194","-2,971,357","-610,751","10,227,417","-8,806","-3,676",884,"9,714"
"6,215","-9,007,733","-3,768,023","756,453","9,793,338","-9,039","-3,524",416,"9,773"
"6,234","-8,790,379","-4,055,155","1,738,928","9,835,594","-9,257","-3,502",451,"9,963"
"6,255","-8,557,757","-4,157,197","966,587","9,563,043","-9,031","-3,738",713,"9,855"
"6,278","-9,550,136","-3,652,671","176,979","10,226,359","-8,976","-3,908",910,"9,855"
"6,294","-11,363,159","-3,106,630","243,940","11,782,701","-9,565","-3,743",782,"10,352"
"6,314","-11,665,557","-3,285,084","1,156,792","12,174,365","-10,284","-3,550",636,"10,937"
"6,334","-11,089,186","-3,889,764","2,392,516","11,992,682","-10,917","-3,484",993,"11,544"
"6,355","-10,848,664","-3,045,597","1,762,879","11,405,127","-11,242","-3,332","1,389","11,839"
"6,373","-10,242,270","-2,297,620","664,640","10,517,838","-10,961","-3,130","1,494","11,523"
"6,393","-10,003,252","-1,329,634","329,682","10,096,617","-10,546","-2,641","1,287","11,003"
"6,412","-10,287,349","-1,225,285","608,731","10,377,930","-10,345","-1,975",841,"10,599"
"6,433","-11,341,994","-366,112","891,716","11,382,883","-10,469","-1,305",624,"10,594"
"6,453","-10,862,494","-473,113","876,460","10,908,061","-10,624",-849,677,"10,691"
"6,473","-10,111,413","-357,387","857,421","10,153,992","-10,651",-605,809,"10,706"
"6,492","-9,765,422","-271,943","474,435","9,780,721","-10,520",-367,775,"10,556"
"6,515","-10,040,017","-195,262","997,874","10,091,373","-10,195",-324,802,"10,234"
"6,533","-10,713,057","-212,452","1,925,446","10,886,784","-10,157",-259,"1,064","10,228"
"6,552","-11,154,164","174,154","1,461,871","11,250,901","-10,418",-126,"1,215","10,502"
"6,572","-11,349,378","697,057","658,827","11,389,834","-10,814",116,"1,261","10,905"
"6,596","-9,912,857","26,873","549,431","9,928,108","-10,782",171,"1,149","10,864"
"6,611","-9,317,237","-310,796","1,252,378","9,406,166","-10,433",147,981,"10,494"
"6,632","-8,953,338","-604,948","2,048,604","9,204,618","-9,883",-48,"1,127","9,982"
"6,651","-9,074,100","-728,412","2,644,233","9,479,549","-9,314",-404,"1,624","9,505"
"6,672","-10,011,450","-389,326","2,630,404","10,358,558","-9,339",-508,"2,144","9,612"
"6,691","-10,529,105","-179,546","2,312,579","10,781,573","-9,642",-476,"2,409","9,956"
"6,711","-10,338,747","-87,446","2,196,144","10,569,786","-9,988",-346,"2,446","10,297"
"6,730","-9,382,724","-258,871","1,932,513","9,583,169","-10,066",-229,"2,268","10,323"
"6,751","-8,754,283","-411,841","1,318,372","8,862,572","-9,751",-234,"1,940","9,949"
"6,770","-8,875,411","-429,874","1,135,982","8,958,134","-9,338",-297,"1,646","9,493"
"6,790","-9,528,549","-167,441","1,362,215","9,626,885","-9,135",-317,"1,437","9,258"
"6,810","-10,234,887","28,041","1,096,765","10,293,522","-9,348",-245,"1,228","9,435"
"6,834","-10,513,361","119,614","883,882","10,551,129","-9,788",-112,"1,120","9,857"
"6,849","-9,832,594","-262,328","1,145,903","9,902,616","-10,027",-71,"1,122","10,094"
"6,870","-9,314,939","-566,736","1,391,874","9,435,390","-9,974",-170,"1,130","10,046"
"6,889","-8,867,242","-856,224","1,430,267","9,022,569","-9,632",-391,"1,213","9,728"
"6,912","-8,836,510","-1,048,842","1,630,020","9,046,598","-9,213",-684,"1,400","9,352"
"6,932","-9,612,556","-643,609","1,859,318","9,811,857","-9,158",-779,"1,578","9,329"
"6,949","-10,023,355","-428,141","1,775,291","10,188,356","-9,335",-744,"1,674","9,517"
"6,969","-9,746,528","-633,716","1,750,966","9,922,816","-9,555",-689,"1,754","9,742"
"6,993","-9,514,070","-571,774","1,606,912","9,665,744","-9,724",-569,"1,748","9,897"
"7,009","-9,417,975","-515,069","1,495,869","9,549,931","-9,675",-537,"1,657","9,832"
"7,028","-9,337,195","-526,418","1,461,239","9,465,493","-9,504",-562,"1,579","9,651"
"7,048","-9,555,202","-372,356","1,583,717","9,692,713","-9,456",-496,"1,537","9,593"
"7,073","-9,517,546","-392,515","1,656,606","9,668,613","-9,457",-452,"1,549","9,594"
"7,088","-9,507,969","-666,517","1,558,606","9,657,897","-9,479",-489,"1,565","9,621"
"7,108","-9,418,014","-507,197","1,453,012","9,542,928","-9,500",-485,"1,563","9,641"
"7,128","-9,394,273","-650,801","1,359,753","9,514,454","-9,459",-554,"1,507","9,596"
"7,153","-9,545,625","-530,172","1,540,065","9,683,586","-9,466",-589,"1,478","9,600"
"7,168","-9,526,165","-600,734","1,953,736","9,742,986","-9,471",-572,"1,577","9,621"
"7,187","-9,471,797","-786,179","2,193,405","9,754,181","-9,484",-642,"1,762","9,674"
"7,207","-9,495,471","-617,474","2,122,038","9,749,271","-9,510",-634,"1,952","9,733"
"7,230","-9,942,832","-443,349","1,900,680","10,132,574","-9,609",-612,"2,042","9,845"
"7,248","-9,616,446","-340,877","1,815,581","9,792,270","-9,632",-547,"2,008","9,857"
"7,267","-9,511,119","-353,509","1,900,527","9,705,583","-9,641",-439,"1,935","9,845"
"7,286","-9,659,023","-346,087","2,056,677","9,881,620","-9,682",-371,"1,918","9,878"
"7,310","-9,799,563","-117,814","2,013,093","10,004,892","-9,647",-290,"1,946","9,846"
"7,326","-9,622,162","-204,790","1,895,011","9,809,128","-9,648",-256,"1,966","9,850"
"7,346","-9,400,325","-226,855","1,928,884","9,598,862","-9,620",-224,"1,973","9,824"
"7,366","-9,826,962","-16,654","1,739,914","9,979,818","-9,662",-142,"1,894","9,848"
"7,391","-9,638,567","-143,575","2,036,039","9,852,311","-9,622",-148,"1,900","9,810"
"7,406","-9,556,695","-193,643","2,187,084","9,805,675","-9,606",-145,"1,973","9,809"
"7,425","-9,304,998","-224,863","2,098,527","9,541,350","-9,582",-145,"2,015","9,795"
"7,445","-9,160,407","-183,540","2,014,491","9,381,093","-9,415",-186,"2,084","9,645"
"7,471","-9,108,511","-287,697","1,941,190","9,317,508","-9,283",-222,"2,060","9,511"
"7,485","-9,467,630","-98,842","1,699,108","9,619,395","-9,260",-199,"1,938","9,465"
"7,506","-9,375,320","-160,210","1,514,936","9,498,280","-9,278",-183,"1,792","9,454"
"7,525","-9,619,337","76,088","1,747,394","9,777,056","-9,393",-118,"1,726","9,553"
"7,550","-9,600,797","-118,456","1,956,206","9,798,779","-9,516",-75,"1,729","9,673"
"7,565","-9,632,315","-64,529","2,179,758","9,876,082","-9,557",-67,"1,850","9,738"
"7,584","-9,649,418","-169,347","2,003,707","9,856,713","-9,625",-69,"1,972","9,827"
"7,604","-9,725,458","-87,159","2,162,912","9,963,449","-9,652",-110,"2,076","9,874"
"7,629","-9,878,333","-121,970","2,053,842","10,090,323","-9,721",-111,"2,100","9,947"
"7,646","-9,706,736","-91,210","1,993,795","9,909,806","-9,740",-117,"2,054","9,955"
"7,664","-9,537,331","-46,850","1,934,611","9,731,680","-9,712",-87,"2,036","9,924"
"7,685","-9,537,072","-120,821","1,958,505","9,736,842","-9,665",-95,"1,985","9,867"
"7,709","-9,321,220","-179,881","1,935,051","9,521,656","-9,526",-110,"1,955","9,725"
"7,723","-9,333,815","-111,024","1,911,215","9,528,125","-9,432",-115,"1,935","9,630"
"7,743","-9,361,300","-113,198","1,947,281","9,562,356","-9,388",-131,"1,938","9,587"
"7,763","-9,475,522","16,089","1,872,601","9,658,800","-9,373",-97,"1,917","9,568"
"7,791","-9,393,995","-26,212","1,912,670","9,586,769","-9,391",-59,"1,911","9,584"
"7,803","-9,623,992","58,122","2,126,884","9,856,381","-9,464",-16,"1,965","9,666"
"7,822","-9,490,376","22,525","2,073,560","9,714,288","-9,496",18,"1,996","9,704"
"7,843","-9,566,013","105,594","1,923,128","9,757,981","-9,519",40,"2,009","9,729"
"7,866","-9,496,821","46,735","1,963,035","9,697,696","-9,544",58,"2,022","9,757"
"7,883","-9,545,922","93,201","1,914,011","9,736,363","-9,525",67,"1,968","9,727"
"7,904","-9,393,593","24,986","2,032,141","9,610,921","-9,501",68,"1,958","9,701"
"7,922","-9,381,028","-96,640","2,188,118","9,633,322","-9,454",17,"2,024","9,670"
"7,943","-9,624,097","-2,107","2,375,393","9,912,908","-9,486",5,"2,127","9,723"
"7,961","-9,484,707","-38,978","2,171,397","9,730,167","-9,471",-28,"2,192","9,722"
"7,981","-9,531,077","22,122","2,225,238","9,787,421","-9,505",-29,"2,240","9,766"
"8,001","-9,370,293","-112,087","2,266,907","9,641,256","-9,503",-33,"2,260","9,768"
"8,023","-9,435,626","-19,182","2,138,166","9,674,872","-9,455",-37,"2,200","9,708"
"8,042","-9,535,119","-28,232","2,300,598","9,808,773","-9,468",-34,"2,233","9,728"
"8,061","-9,671,971","30,789","2,074,250","9,891,940","-9,503",-32,"2,195","9,754"
"8,081","-9,810,385","114,692","2,111,284","10,035,653","-9,613",25,"2,156","9,853"
"8,106","-9,674,212","81,566","2,141,556","9,908,749","-9,673",50,"2,157","9,911"
"8,120","-9,615,286","192,436","2,239,718","9,874,568","-9,693",105,"2,142","9,928"
"8,140","-9,595,625","153,545","2,132,649","9,830,961","-9,674",136,"2,156","9,912"
"8,160","-9,456,666","119,317","2,011,675","9,669,002","-9,585",137,"2,131","9,821"
"8,181","-9,375,914","86,814","1,822,409","9,551,778","-9,511",138,"2,052","9,732"
"8,199","-9,332,541","66,157","1,937,292","9,531,726","-9,440",106,"1,976","9,646"
"8,220","-9,330,798","-22,199","1,991,344","9,540,951","-9,374",63,"1,941","9,573"
"8,239","-9,319,028","48,123","2,098,824","9,552,574","-9,340",45,"1,962","9,544"
"8,260","-9,524,010","58,696","2,199,496","9,774,866","-9,377",38,"2,057","9,600"
"8,279","-9,610,345","86,412","2,205,855","9,860,628","-9,446",43,"2,124","9,682"
"8,299","-9,521,271","-1,666","2,132,381","9,757,133","-9,494",48,"2,159","9,736"
"8,318","-9,581,988","95,624","2,075,744","9,804,711","-9,559",60,"2,153","9,799"
"8,340","-9,619,826","98,363","2,212,769","9,871,529","-9,583",70,"2,157","9,824"
"8,359","-9,552,003","61,675","2,277,460","9,819,949","-9,569",64,"2,175","9,813"
"8,378","-9,749,725","121,549","2,324,722","10,023,784","-9,626",94,"2,223","9,880"
"8,398","-9,547,492","162,729","2,305,645","9,823,293","-9,617",111,"2,280","9,885"
"8,420","-9,397,568","-81,202","2,293,435","9,673,712","-9,562",66,"2,300","9,835"
"8,438","-9,538,682","60,296","2,244,123","9,799,295","-9,558",66,"2,292","9,830"
"8,458","-9,522,181","76,404","2,401,777","9,820,707","-9,501",55,"2,311","9,779"
"8,478","-9,506,082","89,026","2,192,916","9,756,147","-9,491",36,"2,283","9,762"
"8,501","-9,485,693","83,538","2,227,699","9,744,126","-9,513",77,"2,267","9,780"
"8,517","-9,324,563","-37,254","2,053,967","9,548,175","-9,460",53,"2,219","9,717"
"8,538","-9,240,727","-94,839","1,885,635","9,431,631","-9,389",10,"2,090","9,620"
"8,557","-9,321,135","18,550","1,954,473","9,523,857","-9,343",-7,"2,030","9,562"
"8,581","-9,482,944","62,297","2,261,582","9,749,096","-9,342",-13,"2,039","9,563"
"8,597","-9,417,047","-24,450","2,195,560","9,669,635","-9,365",-10,"2,074","9,594"
"8,617","-9,516,301","118,934","2,203,662","9,768,841","-9,434",44,"2,154","9,678"
"8,637","-9,418,196","-75,015","2,141,872","9,658,968","-9,459",20,"2,201","9,712"
"8,661","-9,468,560","24,526","2,083,741","9,695,164","-9,455",11,"2,156","9,698"
"8,676","-9,539,955","143,125","2,278,782","9,809,387","-9,486",53,"2,177","9,733"
"8,696","-9,643,116","93,106","2,291,510","9,912,082","-9,517",46,"2,199","9,769"
"8,716","-9,566,828","117,977","2,242,026","9,826,738","-9,555",95,"2,224","9,811"
"8,738","-9,633,655","226,836","2,191,537","9,882,388","-9,596",145,"2,251","9,858"
"8,758","-9,492,819","141,603","2,044,706","9,711,564","-9,584",145,"2,192","9,833"
"8,777","-9,559,205","165,554","2,067,326","9,781,597","-9,563",163,"2,136","9,801"
"8,795","-9,579,785","146,918","2,157,300","9,820,785","-9,566",170,"2,115","9,799"
"8,817","-9,567,967","184,392","2,198,365","9,819,002","-9,550",160,"2,117","9,783"
"8,835","-9,500,432","58,447","2,090,703","9,727,932","-9,552",139,"2,128","9,787"
"8,855","-9,553,880","126,385","2,162,788","9,796,440","-9,551",129,"2,152","9,791"
"8,874","-9,558,132","160,737","2,091,805","9,785,672","-9,545",132,"2,136","9,782"
"8,897","-9,529,210","46,064","2,139,114","9,766,462","-9,535",98,"2,121","9,769"
"8,915","-9,540,884","163,447","2,063,036","9,762,751","-9,546",124,"2,114","9,778"
"8,934","-9,499,148","155,317","2,161,552","9,743,216","-9,532",131,"2,114","9,765"
"8,954","-9,391,275","14,432","2,026,558","9,607,455","-9,490",95,"2,098","9,720"
"8,978","-9,339,129","-14,796","2,277,422","9,612,815","-9,443",80,"2,132","9,682"
"8,994","-9,487,790","126,414","2,186,576","9,737,312","-9,429",70,"2,163","9,675"
"9,013","-9,490,462","105,316","2,243,587","9,752,623","-9,427",58,"2,184","9,678"
"9,033","-9,529,785","114,519","2,191,949","9,779,292","-9,462",83,"2,225","9,721"
"9,059","-9,480,905","18,033","2,377,375","9,774,446","-9,497",91,"2,250","9,761"
"9,074","-9,410,544","16,826","2,270,929","9,680,690","-9,478",64,"2,271","9,747"
"9,093","-9,500,958","93,106","2,334,117","9,783,914","-9,481",61,"2,294","9,755"
"9,113","-9,425,656","61,416","2,214,091","9,682,405","-9,455",47,"2,299","9,730"
"9,136","-9,413,781","-4,108","2,228,331","9,673,921","-9,438",42,"2,262","9,705"
"9,154","-9,510,947","88,653","2,226,933","9,768,582","-9,463",60,"2,251","9,727"
"9,172","-9,289,559","23,990","2,180,093","9,541,975","-9,410",42,"2,212","9,667"
"9,192","-9,393,076","106,944","2,205,337","9,649,084","-9,402",54,"2,210","9,658"
"9,212","-9,332,914","-79,736","2,279,261","9,607,532","-9,382",35,"2,223","9,642"
"9,232","-9,459,625","35,319","2,362,445","9,750,226","-9,369",22,"2,257","9,637"
"9,252","-9,526,825","114,519","2,100,069","9,756,219","-9,428",44,"2,237","9,691"
"9,272","-9,693,386","190,320","2,138,204","9,928,236","-9,503",65,"2,220","9,761"
"9,295","-9,709,158","144,342","2,306,507","9,980,409","-9,597",121,"2,227","9,854"
"9,312","-9,578,042","197,215","2,151,190","9,818,625","-9,627",162,"2,174","9,871"
"9,331","-9,497,597","158,582","2,116,005","9,731,751","-9,620",173,"2,178","9,865"
"9,351","-9,421,136","65,295","2,167,097","9,667,388","-9,551",141,"2,185","9,800"
"9,373","-9,507,050","78,702","2,119,137","9,740,684","-9,501",125,"2,138","9,740"
"9,391","-9,451,600","59,596","2,246,824","9,715,169","-9,469",91,"2,162","9,714"
"9,410","-9,521,960","103,391","2,240,331","9,782,510","-9,475",77,"2,193","9,726"
"9,431","-9,484,065","-24,507","2,344,929","9,769,687","-9,491",54,"2,238","9,752"
"9,453","-9,402,355","76,777","2,200,875","9,656,813","-9,465",54,"2,258","9,731"
"9,470","-9,427,093","-93,163","2,212,961","9,683,798","-9,459",16,"2,250","9,723"
"9,490","-9,608,362","132,102","2,237,075","9,866,234","-9,480",23,"2,249","9,744"
"9,510","-9,476,853","8,820","2,098,250","9,706,363","-9,479",31,"2,187","9,728"
"9,537","-9,482,677","101,648","1,978,425","9,687,396","-9,499",37,"2,132","9,736"
"9,550","-9,468,015","-50,451","1,942,559","9,665,371","-9,509",48,"2,064","9,731"
"9,569","-9,395,470","63,082","2,032,342","9,612,973","-9,456",31,"2,013","9,668"
"9,590","-9,519,777","111,014","2,060,709","9,740,893","-9,466",56,"2,004","9,677"
"9,613","-9,581,594","6,675","2,103,948","9,809,872","-9,491",33,"2,035","9,707"
"9,629","-9,548,613","12,536","2,229,347","9,805,414","-9,511",48,"2,107","9,742"
"9,649","-9,534,151","103,975","2,193,098","9,783,687","-9,546",59,"2,147","9,785"
"9,669","-9,570,630","116,195","2,085,675","9,795,944","-9,559",60,"2,153","9,799"
"9,694","-9,489,313","100,173","2,072,890","9,713,597","-9,536",83,"2,145","9,775"
"9,708","-9,286,572","-88,097","1,876,173","9,474,609","-9,470",58,"2,057","9,692"
"9,728","-9,449,982","73,799","1,929,995","9,645,335","-9,449",51,"1,991","9,657"
"9,748","-9,573,857","88,155","2,122,058","9,806,612","-9,450",44,"2,000","9,660"
"9,768","-9,601,112","100,624","2,091,757","9,826,847","-9,478",44,"2,005","9,688"
"9,789","-9,576,539","88,068","1,941,123","9,771,684","-9,550",88,"2,021","9,763"
"9,808","-9,553,775","53,142","2,006,418","9,762,333","-9,576",83,"2,040","9,792"
"9,828","-9,303,599","92,751","1,793,228","9,475,296","-9,509",84,"1,958","9,709"
"9,851","-9,163,836","-7,527","1,814,364","9,341,726","-9,399",57,"1,889","9,588"
"9,867","-9,400,881","-44,063","1,839,465","9,579,255","-9,356",24,"1,863","9,540"
"9,888","-9,714,071","35,587","2,190,158","9,957,974","-9,396",19,"1,909","9,589"
"9,907","-9,640,071","29,880","1,840,997","9,814,333","-9,480",3,"1,921","9,673"
"9,929","-9,573,101","97,444","1,867,104","9,753,965","-9,582",30,"1,934","9,776"
"9,951","-9,382,523","-56,436","1,726,143","9,540,151","-9,577",27,"1,906","9,767"
"9,967","-9,389,360","-21,969","1,853,150","9,570,514","-9,496",12,"1,822","9,670"
"9,986","-9,471,854","-34,927","1,863,761","9,653,541","-9,454",-4,"1,828","9,630"
"10,006","-9,520,543","-86,402","1,975,015","9,723,625","-9,441",-50,"1,855","9,622"
"10,026","-9,481,747","-89,007","1,772,504","9,646,409","-9,466",-58,"1,866","9,649"
"10,046","-9,540,770","-79,717","1,838,105","9,716,546","-9,504",-73,"1,862","9,685"
"10,066","-9,454,932","-192,475","1,842,338","9,634,677","-9,499",-112,"1,857","9,680"
"10,090","-9,498,305","-237,467","1,960,487","9,701,428","-9,494",-150,"1,853","9,675"
"10,105","-9,568,705","-222,584","1,891,055","9,756,318","-9,516",-183,"1,883","9,702"
"10,125","-9,819,674","-183,827","2,162,443","10,056,638","-9,585",-209,"1,964","9,787"
"10,146","-9,783,455","-324,769","2,016,492","9,994,384","-9,668",-242,"2,008","9,877"
"10,171","-9,691,250","-117,297","2,072,210","9,911,011","-9,716",-212,"2,036","9,930"
"10,185","-9,430,205","-308,498","1,662,811","9,580,651","-9,681",-234,"1,978","9,886"
"10,205","-9,344,263","-296,191","1,563,012","9,478,713","-9,562",-262,"1,829","9,741"
"10,225","-9,604,493","-179,240","1,533,841","9,727,851","-9,518",-225,"1,708","9,675"
"10,251","-9,705,309","-247,896","1,767,936","9,868,134","-9,521",-258,"1,632","9,664"
"10,266","-9,572,986","-426,244","1,851,369","9,759,677","-9,557",-287,"1,679","9,709"
"10,284","-9,350,689","-479,923","1,742,069","9,523,682","-9,558",-333,"1,724","9,720"
"10,304","-9,280,845","-523,085","1,631,170","9,437,606","-9,477",-419,"1,748","9,647"
"10,331","-9,416,376","-337,429","1,666,460","9,568,651","-9,405",-442,"1,723","9,572"
"10,344","-9,574,221","-226,252","1,754,212","9,736,229","-9,406",-392,"1,698","9,567"
"10,363","-9,771,264","-194,965","1,796,149","9,936,889","-9,511",-320,"1,712","9,670"
"10,384","-9,804,917","-258,478","1,612,332","9,939,961","-9,642",-254,"1,707","9,795"
"10,405","-9,640,733","-292,945","1,592,690","9,775,797","-9,698",-243,"1,689","9,847"
"10,423","-9,496,419","-485,822","1,557,610","9,635,567","-9,678",-308,"1,640","9,822"
"10,443","-9,483,271","-493,416","1,575,318","9,625,877","-9,606",-383,"1,584","9,744"
"10,463","-9,759,561","-455,329","1,697,613","9,916,564","-9,595",-432,"1,606","9,738"
"10,498","-9,939,443","-467,262","1,614,726","10,080,585","-9,670",-475,"1,611","9,815"
"10,503","-9,699,227","-572,913","1,661,882","9,857,236","-9,720",-497,"1,637","9,870"
"10,522","-9,317,955","-1,050,633","1,679,714","9,526,256","-9,679",-637,"1,663","9,845"
"10,542","-9,531,087","-906,196","1,543,341","9,697,665","-9,622",-749,"1,625","9,790"
"10,567","-9,658,708","-765,809","1,276,052","9,772,687","-9,552",-824,"1,540","9,713"
"10,582","-9,680,150","-995,327","1,355,884","9,825,193","-9,547",-929,"1,464","9,705"
"10,602","-9,454,904","-1,080,254","1,456,920","9,627,293","-9,581",-937,"1,408","9,731"
"10,623","-9,013,816","-1,201,650","1,383,973","9,198,273","-9,452","-1,011","1,368","9,606"
"10,645","-8,791,662","-1,107,519","1,168,715","8,937,887","-9,235","-1,096","1,341","9,397"
"10,664","-8,938,244","-863,924","921,452","9,027,050","-9,050","-1,063","1,233","9,198"
"10,682","-9,165,876","-863,723","974,201","9,257,882","-8,977","-1,009","1,112","9,105"
"10,701","-9,666,140","-672,254","1,257,396","9,770,733","-9,140",-877,"1,080","9,248"
"10,727","-9,926,436","-915,820","1,728,786","10,117,390","-9,424",-829,"1,220","9,543"
"10,741","-9,830,334","-1,077,927","1,904,789","10,071,028","-9,647",-882,"1,466","9,804"
"10,762","-9,506,273","-1,256,276","1,887,387","9,772,906","-9,732",-981,"1,695","9,933"
"10,781","-9,247,231","-1,429,042","1,571,439","9,488,038","-9,628","-1,170","1,773","9,862"
"10,802","-9,242,365","-1,489,739","1,339,824","9,457,048","-9,457","-1,313","1,676","9,697"
"10,820","-9,486,488","-1,529,943","1,481,494","9,722,603","-9,371","-1,426","1,570","9,610"
"10,840","-9,659,349","-1,698,054","1,663,290","9,947,510","-9,409","-1,537","1,514","9,654"
"10,860","-10,003,779","-2,016,464","2,371,179","10,476,842","-9,598","-1,684","1,714","9,901"
"10,882","-10,245,976","-1,931,096","2,114,827","10,638,687","-9,849","-1,794","1,908","10,196"
"10,900","-10,407,518","-2,129,556","1,629,360","10,747,384","-10,079","-1,944","1,945","10,453"
"10,920","-10,590,733","-2,393,981","1,875,982","11,018,806","-10,312","-2,118","1,998","10,720"
"10,939","-10,711,946","-2,471,879","2,292,697","11,229,979","-10,489","-2,232","1,978","10,909"
"10,963","-10,585,982","-2,552,162","2,471,601","11,166,260","-10,574","-2,387","2,067","11,041"
"10,979","-10,156,568","-2,410,511","1,703,158","10,576,728","-10,511","-2,457","2,086","10,998"
"10,999","-9,396,169","-2,687,951","1,080,494","9,832,626","-10,213","-2,531","1,887","10,701"
"11,018","-9,139,310","-3,271,868","1,392,468","9,806,685","-9,819","-2,731","1,662","10,346"
"11,042","-9,502,060","-3,533,995","1,969,566","10,327,510","-9,549","-2,976","1,536","10,136"
"11,058","-9,664,827","-3,800,920","1,944,714","10,565,879","-9,426","-3,324","1,597","10,133"
"11,078","-9,794,517","-3,665,370","1,430,794","10,555,315","-9,525","-3,568","1,684","10,314"
"11,098","-9,399,014","-3,976,290","599,805","10,223,116","-9,590","-3,744","1,486","10,418"
"11,121","-8,993,301","-4,702,653","429,577","10,157,704","-9,463","-4,036","1,101","10,376"
"11,138","-9,129,378","-5,329,263","1,407,800","10,664,357","-9,329","-4,418",967,"10,400"
"11,157","-9,411,214","-5,448,772","1,827,370","11,027,209","-9,233","-4,864","1,066","10,518"
"11,178","-9,514,203","-5,189,461","973,377","10,881,086","-9,262","-5,168","1,160","10,683"
"11,202","-9,355,448","-4,954,542","209,282","10,588,470","-9,353","-5,231","1,104","10,790"
"11,217","-8,701,428","-5,403,713","252,148","10,245,904","-9,246","-5,249",816,"10,686"
"11,237","-8,870,719","-5,626,259","1,308,153","10,585,637","-9,110","-5,293",686,"10,575"
"11,257","-8,996,452","-5,641,074","2,141,048","10,832,450","-8,981","-5,406",978,"10,563"
"11,286","-8,805,539","-5,419,582","2,062,768","10,543,453","-8,844","-5,523","1,441","10,552"
"11,300","-9,089,970","-5,314,898","720,434","10,554,369","-8,941","-5,500","1,558","10,629"
"11,317","-9,012,762","-5,074,664","-491,434","10,354,883","-8,976","-5,363","1,108","10,571"
"11,337","-8,081,963","-5,574,535","-592,977","9,835,913","-8,748","-5,346",425,"10,322"
"11,359","-7,671,214","-6,088,034","4,089","9,793,452","-8,464","-5,513",-90,"10,135"
"11,378","-7,999,258","-6,144,211","385,964","10,093,980","-8,191","-5,720",-174,"10,020"
"11,396","-8,963,892","-5,770,706","355,300","10,666,707","-8,179","-5,894",38,"10,098"
"11,416","-9,544,255","-5,175,268","-430,295","10,865,605","-8,545","-5,795",79,"10,355"
"11,441","-8,380,980","-5,644,570","-346,939","10,110,507","-8,722","-5,684",-9,"10,434"
"11,456","-7,384,140","-6,309,372","-74,881","9,712,842","-8,568","-5,725",-124,"10,339"
"11,475","-7,302,449","-6,441,686","813,157","9,771,505","-8,153","-5,893",-10,"10,115"
"11,495","-7,263,261","-6,388,037","1,405,645","9,774,345","-7,583","-6,196",449,"9,842"
"11,518","-8,281,688","-6,058,288","1,043,623","10,313,988","-7,558","-6,299",797,"9,893"
"11,535","-9,606,236","-5,197,142","529,559","10,934,829","-8,113","-6,021",948,"10,199"
"11,555","-8,854,726","-5,679,343","401,642","10,527,223","-8,501","-5,831",845,"10,388"
"11,574","-7,473,357","-6,477,254","900,718","9,930,618","-8,554","-5,853",719,"10,427"
"11,597","-7,163,805","-6,509,959","1,025,590","9,734,039","-8,275","-5,966",714,"10,282"
"11,614","-6,416,556","-6,655,680","427,011","9,254,869","-7,477","-6,331",689,"9,862"
"11,634","-6,525,952","-6,701,524","3,141","9,354,062","-6,895","-6,586",589,"9,568"
"11,654","-7,139,663","-6,457,890","-485,314","9,639,225","-6,811","-6,581",243,"9,496"
"11,678","-6,486,773","-6,791,354","-391,021","9,399,661","-6,642","-6,652",-112,"9,412"
